,Inode (file unique ID),KB Allocated,File Size,Creation Time in days from today,Change Time in days from today,Modification time in days from today,Acces time in days from today,GID numeric ID for the group owner of the file,UID numeric ID for the owner of the file
329,100663751,0,1874,1447,1447,1937,1447,2010,614955
330,100663752,64,35162,1447,1447,2518,1447,2069,1000000092
331,100663753,64,4688,1447,1447,1540,1447,2003,785573
332,100663755,0,24,1447,1447,3142,1447,2035,762231
333,100663756,0,1573,1447,1447,1937,1447,2010,614955
334,100663760,64,32503,1447,1447,3142,1447,2035,762231
335,100663762,0,3666,1447,1447,1937,1447,2010,614955
336,100663763,64,7242,1447,1447,1815,1447,2019,638741
337,100663764,0,1688,1447,1447,2391,1447,2170,753559
338,100663765,128,152168,1447,1447,1540,1447,2003,785573
339,100663767,64,6746,1447,1447,1632,1447,2023,881083
340,100663768,64,5098,1447,1447,1937,1447,2010,614955
341,100663769,0,50,1447,1447,2322,1447,2392,831677
342,100663770,192,139671,1447,1447,2264,1447,2170,753559
343,100663772,0,59,1447,1447,2322,1447,2392,831677
344,100663773,64,59342,1447,1093,2143,1050,2022,500120
345,100663774,64,8960,1447,1447,1815,1447,2019,638741
346,100663775,0,58,1447,1447,2322,1447,2392,831677
347,100663776,0,41,1447,1447,2518,1447,2069,1000000092
348,100663778,64,19776,1447,1447,1815,1447,2019,638741
349,100663780,5632,5734792,1447,1447,2518,1447,2069,1000000092
350,100663783,0,161,1447,1447,2896,1447,2392,831677
351,100663788,64,11677,1447,1447,1937,1447,2010,614955
352,100663790,0,23,1447,1447,2322,1447,2392,831677
353,100663791,64,5472,1447,1447,1540,1447,2003,785573
354,100663792,0,2113,1447,1447,2262,1447,2170,753559
355,100663795,0,59,1447,1447,2322,1447,2392,831677
356,100663796,64,6810,1447,1447,2262,1447,2170,753559
357,100663797,64,3817,1447,1447,1632,1447,2023,881083
358,100663799,64,12811,1447,1447,1632,1447,2023,881083
359,100663800,0,16,1447,1447,3142,1447,2035,762231
360,100663802,64,11584,1447,1447,1540,1447,2003,785573
361,100663804,64,7108,1447,1447,2262,1447,2170,753559
362,100663805,0,783,1447,1447,3142,1447,2035,762231
363,100663808,0,10,1447,1447,2322,1447,2392,831677
364,100663809,64,13826,1447,1093,2143,1050,2022,500120
365,100663810,0,762,1447,1447,3142,1447,2035,762231
366,100663811,0,125,1447,1447,2322,1447,2392,831677
367,100663813,64,10904,1447,1447,1540,1447,2003,785573
368,100663814,0,376,1447,1447,3131,1447,2035,762231
369,100663816,64,13089,1447,1447,2721,1447,2392,831677
370,100663817,64,31806,1447,1447,1815,1447,2019,638741
371,100663818,64,4038,1447,1447,1937,1447,2010,614955
372,100663820,0,26,1447,1447,3142,1447,2035,762231
373,100663823,64,50234,1447,1447,2264,1447,2170,753559
374,100663824,0,2560,1447,1447,3131,1447,2035,762231
375,100663827,0,1248,1447,1447,1540,1447,2003,785573
376,100663828,8448,8606852,1447,1447,2525,1447,2069,1000000092
377,100663830,64,108530,1447,1447,3142,1447,2035,762231
378,100663831,0,1764,1447,1447,1937,1447,2010,614955
379,100663832,64,29266,1447,1093,2143,1050,2022,500120
380,100663835,64,4664,1447,1447,1540,1447,2003,785573
381,100663837,0,1242,1447,1447,1632,1447,2023,881083
382,100663838,0,3395,1447,1447,1937,1447,2010,614955
383,100663841,0,372,1447,1447,1632,1447,2023,881083
384,100663842,64,5407,1447,1447,1937,1447,2010,614955
385,100663843,0,0,1447,1447,1540,1509,2003,785573
386,100663846,64,22972,1447,1093,2143,1050,2022,500120
387,100663847,0,30,1447,1447,3142,1447,2035,762231
388,100663848,64,17214,1447,1447,1815,1447,2019,638741
389,100663852,0,2422,1447,1447,1632,1447,2023,881083
390,100663853,0,1149,1447,1447,2721,1447,2392,831677
391,100663855,0,2573,1447,1447,3142,1447,2035,762231
392,100663856,0,2292,1447,1447,1554,1447,2003,785573
393,100663858,0,457,1447,1447,1632,1447,2023,881083
394,100663859,64,46628,1447,1447,3142,1447,2035,762231
395,100663861,0,428,1447,1447,2322,1447,2392,831677
396,100663864,64,4978,1447,1447,1632,1447,2023,881083
397,100663868,64,20189,1447,1447,1815,1447,2019,638741
398,100663870,64,21366,1447,1093,2143,1050,2022,500120
399,100663871,0,2629,1447,1447,2262,1447,2170,753559
400,100663874,64,65216,1447,1447,1540,1447,2003,785573
401,100663875,0,23,1447,1447,2322,1447,2392,831677
402,100663878,0,2737,1447,1447,1937,1447,2010,614955
403,100663879,64,48924,1447,1447,2262,1447,2170,753559
404,100663880,0,373,1447,1447,1632,1447,2023,881083
405,100663882,64,19739,1447,1447,1632,1447,2023,881083
406,100663884,0,59,1447,1447,2322,1447,2392,831677
407,100663885,64,46351,1447,1447,3142,1447,2035,762231
408,100663887,64,18466,1447,1447,1815,1447,2019,638741
409,100663888,0,565,1447,1447,1937,1447,2010,614955
410,100663889,0,10,1447,1447,2322,1447,2392,831677
411,100663891,64,21291,1447,1093,2143,1050,2022,500120
412,100663893,0,3478,1447,1447,1937,1447,2010,614955
413,100663894,0,61,1447,1447,2322,1447,2392,831677
414,100663896,64,26996,1447,1093,2143,1050,2022,500120
415,100663899,0,82,1447,1447,2322,1447,2392,831677
416,100663900,64,83360,1447,1447,1540,1447,2003,785573
417,100663902,0,524,1447,1447,2322,1447,2392,831677
418,100663904,0,1585,1447,1447,1937,1447,2010,614955
419,100663906,64,17796,1447,1447,2262,1447,2170,753559
420,100663908,0,418,1447,1447,2322,1447,2392,831677
421,100663909,0,222,1447,1447,3142,1447,2035,762231
422,100663911,0,389,1447,1447,1937,1447,2010,614955
423,100663912,0,514,1447,1447,2322,1447,2392,831677
424,100663914,0,145,1447,1447,2380,1447,2170,753559
425,100663915,0,3,1447,1447,3142,1447,2035,762231
426,100663916,0,2501,1447,1447,1632,1447,2023,881083
427,100663918,0,2101,1447,1447,1937,1447,2010,614955
428,100663919,0,58,1447,1447,3142,1447,2035,762231
429,100663921,0,531,1447,1447,1632,1447,2023,881083
430,100663922,64,12808,1447,1447,2262,1447,2170,753559
431,100663923,0,789,1447,1447,1937,1447,2010,614955
432,100663924,64,16724,1447,1447,1815,1447,2019,638741
433,100663926,896,1709508,1447,1447,1905,1447,2010,841154
434,100663927,0,57,1447,1447,3142,1447,2035,762231
435,100663928,0,3421,1447,1447,1632,1447,2023,881083
436,100663929,320,699272,1447,1447,3045,1447,2392,831677
437,100663930,0,886,1447,1447,1937,1447,2010,614955
438,100663931,64,15105,1447,1093,2143,1050,2022,500120
439,100663932,0,20,1447,1447,3142,1447,2035,762231
440,100663933,64,17790,1447,1447,1632,1447,2023,881083
441,100663934,0,1449,1447,1447,1937,1447,2010,614955
442,100663935,64,11466,1447,1447,2262,1447,2170,753559
443,100663937,0,34,1447,1447,3142,1447,2035,762231
444,100663938,0,1509,1447,1447,1554,1447,2003,785573
445,100663939,64,13017,1447,1447,1632,1447,2023,881083
446,100663940,0,1118,1447,1447,1937,1447,2010,614955
447,100663941,0,19,1447,1447,3142,1447,2035,762231
448,100663943,0,20,1447,1447,3142,1447,2035,762231
449,100663946,0,37,1447,1447,3142,1447,2035,762231
450,100663947,0,300,1447,1447,1937,1447,2010,614955
451,100663948,192,427512,1447,1447,2525,1447,2069,1000000092
452,100663949,8192,10136312,1447,1447,1540,1447,2003,785573
453,100663950,0,16,1447,1447,3142,1447,2035,762231
454,100663951,0,337,1447,1447,2262,1447,2170,753559
455,100663952,0,23,1447,1447,3142,1447,2035,762231
456,100663953,0,275,1447,1447,1937,1447,2010,614955
457,100663954,64,40842,1447,1447,2262,1447,2170,753559
458,100663955,64,17870,1447,1447,1815,1447,2019,638741
459,100663956,0,15,1447,1447,3142,1447,2035,762231
460,100663957,64,3958,1447,1447,1937,1447,2010,614955
461,100663958,0,30,1447,1447,3142,1447,2035,762231
462,100663959,64,26532,1447,1093,2143,1050,2022,500120
463,100663960,64,11744,1447,1447,2264,1447,2170,753559
464,100663961,0,44,1447,1447,3131,1447,2035,762231
465,100663962,0,19,1447,1447,3142,1447,2035,762231
466,100663963,0,20,1447,1447,3131,1447,2035,762231
467,100663964,64,18285,1447,1447,1815,1447,2019,638741
468,100663965,64,10145,1447,1447,3142,1447,2035,762231
469,100663966,0,1187,1447,1447,1937,1447,2010,614955
470,100663967,0,141,1447,1447,3142,1447,2035,762231
471,100663968,0,629,1447,1447,1937,1447,2010,614955
472,100663969,0,8,1447,1447,3131,1447,2035,762231
473,100663970,640,3844818,1447,1447,1904,1447,2010,841154
474,100663971,0,26,1447,1447,3142,1447,2035,762231
475,100663972,0,50,1447,1447,3142,1447,2035,762231
476,100663973,64,16644,1447,1093,2143,1050,2022,500120
477,100663974,64,15406,1447,1447,1815,1447,2019,638741
478,100663975,0,503,1447,1447,1937,1447,2010,614955
479,100663976,0,46,1447,1447,2262,1447,2170,753559
480,100663977,64,5892,1447,1447,3142,1447,2035,762231
481,100663978,0,295,1447,1447,1937,1447,2010,614955
482,100663979,64,16592,1447,1447,2262,1447,2170,753559
483,100663980,0,3335,1447,1447,2525,1447,2069,1000000092
484,100663981,0,907,1447,1447,1937,1447,2010,614955
485,100663982,64,60408,1447,1447,2525,1447,2069,1000000092
486,100663983,0,252,1447,1447,1937,1447,2010,614955
487,100663984,64,21063,1447,1093,2143,1050,2022,500120
488,100663985,0,579,1447,1447,1937,1447,2010,614955
489,100663986,0,464,1447,1447,1937,1447,2010,614955
490,100663987,64,8228,1447,1447,1632,1447,2023,881083
491,100663988,0,612,1447,1447,1937,1447,2010,614955
492,100663989,0,2952,1447,1447,1937,1447,2010,614955
493,100663990,0,58,1447,1447,2391,1447,2170,753559
494,100663991,0,520,1447,1447,1937,1447,2010,614955
495,100663992,64,17629,1447,1447,1815,1447,2019,638741
496,100663993,0,1478,1447,1447,2262,1447,2170,753559
497,100663994,0,564,1447,1447,1937,1447,2010,614955
498,100663995,0,2594,1447,1447,3142,1447,2035,762231
499,100663996,0,333,1447,1447,1937,1447,2010,614955
500,100663997,0,167,1447,1447,2262,1447,2170,753559
501,100663998,64,491139,1447,1447,1904,1447,2010,841154
502,100663999,64,20518,1447,1447,1632,1447,2023,881083
503,100664000,64,24369,1447,1093,2143,1050,2022,500120
504,100664001,0,1250,1447,1447,3142,1447,2035,762231
505,100664002,0,986,1447,1447,1937,1447,2010,614955
506,100664003,0,2920,1447,1447,2525,1447,2069,1000000092
507,100664004,0,2313,1447,1447,2262,1447,2170,753559
508,100664005,0,44,1447,1447,3142,1447,2035,762231
509,100664006,64,208884,1447,1447,2525,1447,2069,1000000092
510,100664007,0,683,1447,1447,1937,1447,2010,614955
511,100664008,0,169,1447,1447,2262,1447,2170,753559
512,100664009,0,690,1447,1447,3142,1447,2035,762231
513,100664010,0,394,1447,1447,1937,1447,2010,614955
514,100664011,0,767,1447,1447,2262,1447,2170,753559
515,100664012,0,299,1447,1447,1937,1447,2010,614955
516,100664013,0,173,1447,1447,3142,1447,2035,762231
517,100664015,0,1029,1447,1447,1937,1447,2010,614955
518,100664016,64,7502,1447,1447,1937,1447,2010,614955
519,100664017,0,18,1447,1447,3142,1447,2035,762231
520,100664018,0,33,1447,1447,3131,1447,2035,762231
521,100664019,0,1217,1447,1447,2262,1447,2170,753559
522,100664020,64,11677,1447,1447,1632,1447,2023,881083
523,100664021,0,1136,1447,1447,2262,1447,2170,753559
524,100664022,0,1439,1447,1447,3142,1447,2035,762231
525,100664023,0,1,1447,1447,2265,1447,2170,753559
526,100664024,0,10,1447,1447,3142,1447,2035,762231
527,100664025,0,1,1447,1447,2262,1447,2170,753559
528,100664026,0,36,1447,1447,3142,1447,2035,762231
529,100664027,0,470,1447,1447,1937,1447,2010,614955
530,100664028,0,489,1447,1447,1937,1447,2010,614955
531,100664029,0,206,1447,1447,1937,1447,2010,614955
532,100664030,0,9,1447,1447,2262,1447,2170,753559
533,100664031,0,3104,1447,1447,3142,1447,2035,762231
534,100664032,64,4695,1447,1093,2143,1050,2022,500120
535,100664033,0,424,1447,1447,1937,1447,2010,614955
536,100664034,0,56,1447,1447,2525,1447,2069,1000000092
537,100664035,0,10,1447,1447,2262,1447,2170,753559
538,100664036,0,384,1447,1447,3131,1447,2035,762231
539,100664037,0,41,1447,1447,2525,1447,2069,1000000092
540,100664038,0,315,1447,1447,1937,1447,2010,614955
541,100664039,64,17983,1447,1447,1815,1447,2019,638741
542,100664040,0,33,1447,1447,3131,1447,2035,762231
543,100664041,0,2389,1447,1447,2525,1447,2069,1000000092
544,100664042,64,11984,1447,1447,1632,1447,2023,881083
545,100664044,576,4146859,1447,1447,1904,1447,2010,841154
546,100664045,0,1056,1447,1447,1937,1447,2010,614955
547,100664046,64,8124,1447,1447,1815,1447,2019,638741
548,100664047,0,689,1447,1447,2525,1447,2069,1000000092
549,100664048,0,1848,1447,1447,2262,1447,2170,753559
550,100664049,0,360,1447,1447,3131,1447,2035,762231
551,100664050,0,1020,1447,1447,1937,1447,2010,614955
552,100664051,128,303604,1447,1447,2525,1447,2069,1000000092
553,100664052,64,9938,1447,1093,2143,1050,2022,500120
554,100664053,0,232,1447,1447,2262,1447,2170,753559
555,100664054,0,2415,1447,1447,1632,1447,2023,881083
556,100664055,0,33,1447,1447,3131,1447,2035,762231
557,100664056,0,1392,1447,1447,1937,1447,2010,614955
558,100664057,0,1744,1447,1447,2391,1447,2170,753559
559,100664059,64,5675,1447,1447,1632,1447,2023,881083
560,100664060,0,352,1447,1447,3131,1447,2035,762231
561,100664061,0,1904,1447,1447,1937,1447,2010,614955
562,100664062,0,240,1447,1447,2262,1447,2170,753559
563,100664063,0,24,1447,1447,2322,1447,2392,831677
564,100664064,0,143,1447,1447,3142,1447,2035,762231
565,100664065,0,404,1447,1447,1937,1447,2010,614955
566,100664066,0,3631,1447,1447,2262,1447,2170,753559
567,100664067,0,60,1447,1447,2319,1447,2392,831677
568,100664068,64,35362,1447,1447,3142,1447,2035,762231
569,100664069,0,1550,1447,1447,1937,1447,2010,614955
570,100664070,0,105,1447,1447,2319,1447,2392,831677
571,100664071,64,12087,1447,1447,2525,1447,2069,1000000092
572,100664072,0,490,1447,1447,1937,1447,2010,614955
573,100664074,64,11382,1447,1093,2143,1050,2022,500120
574,100664075,0,10,1447,1447,2322,1447,2392,831677
575,100664076,64,10344,1447,1447,1815,1447,2019,638741
576,100664078,0,654,1447,1447,1937,1447,2010,614955
577,100664079,0,692,1447,1447,2322,1447,2392,831677
578,100664080,64,5875,1447,1093,2143,1050,2022,500120
579,100664081,64,13338,1447,1447,2234,1447,2170,753559
580,100664082,0,1039,1447,1447,1937,1447,2010,614955
581,100664084,64,7970,1447,1447,1632,1447,2023,881083
582,100664085,0,2556,1447,1447,3142,1447,2035,762231
583,100664086,0,1314,1447,1447,1937,1447,2010,614955
584,100664088,64,30567,1447,1447,2961,1447,2392,831677
585,100664090,0,198,1447,1447,3142,1447,2035,762231
586,100664091,128,196840,1447,1447,1540,1447,2003,785573
587,100664092,0,938,1447,1447,1937,1447,2010,614955
588,100664093,64,16115,1447,1447,1815,1447,2019,638741
589,100664094,0,687,1447,1447,3142,1447,2035,762231
590,100664095,0,368,1447,1447,1937,1447,2010,614955
591,100664096,2432,5816042,1447,1447,1904,1447,2010,841154
592,100664097,0,360,1447,1447,1937,1447,2010,614955
593,100664098,0,626,1447,1447,3142,1447,2035,762231
594,100664099,0,264,1447,1447,1937,1447,2010,614955
595,100664100,0,128,1447,1447,3142,1447,2035,762231
596,100664101,0,338,1447,1447,1937,1447,2010,614955
597,100664102,0,108,1447,1447,3142,1447,2035,762231
598,100664103,0,1781,1447,1447,1937,1447,2010,614955
599,100664104,64,9904,1447,1447,1815,1447,2019,638741
600,100664105,0,1274,1447,1447,1632,1447,2023,881083
601,100664106,64,10392,1447,1447,2525,1447,2069,1000000092
602,100664107,0,1878,1447,1447,3142,1447,2035,762231
603,100664108,64,7402,1447,1093,2143,1050,2022,500120
604,100664109,0,337,1447,1447,1937,1447,2010,614955
605,100664110,128,155008,1447,1447,1540,1447,2003,785573
606,100664111,64,7617,1447,1447,1632,1447,2023,881083
607,100664112,64,15310,1447,1447,1815,1447,2019,638741
608,100664113,0,151,1447,1447,3142,1447,2035,762231
609,100664114,0,565,1447,1447,1937,1447,2010,614955
610,100664115,0,162,1447,1447,3142,1447,2035,762231
611,100664116,0,1549,1447,1447,1937,1447,2010,614955
612,100664117,128,81701,1447,1447,2961,1447,2392,831677
613,100664118,0,1896,1447,1447,1937,1447,2010,614955
614,100664119,0,298,1447,1447,3142,1447,2035,762231
615,100664120,0,2317,1447,1447,1937,1447,2010,614955
616,100664121,0,98,1447,1447,3142,1447,2035,762231
617,100664122,64,4193,1447,1447,2234,1447,2170,753559
618,100664123,0,353,1447,1447,1937,1447,2010,614955
619,100664124,0,2622,1447,1447,3142,1447,2035,762231
620,100664125,0,307,1447,1447,1937,1447,2010,614955
621,100664126,0,93,1447,1447,3142,1447,2035,762231
622,100664127,0,1286,1447,1447,1937,1447,2010,614955
623,100664128,128,167872,1447,1447,1540,1447,2003,785573
624,100664129,0,170,1447,1447,3142,1447,2035,762231
625,100664130,64,25039,1447,1447,1632,1447,2023,881083
626,100664132,0,397,1447,1447,3142,1447,2035,762231
627,100664133,0,248,1447,1447,1937,1447,2010,614955
628,100664135,0,99,1447,1447,3142,1447,2035,762231
629,100664136,64,30629,1447,1447,2961,1447,2392,831677
630,100664137,64,10079,1281,1093,1281,1050,2022,500120
631,100664138,64,15575,1447,1447,1815,1447,2019,638741
632,100664140,0,3190,1447,1447,1937,1447,2010,614955
633,100664141,0,8,1447,1447,3131,1447,2035,762231
634,100664143,0,1855,1447,1447,1937,1447,2010,614955
635,100664144,0,2560,1447,1447,3131,1447,2035,762231
636,100664147,0,1321,1447,1447,1937,1447,2010,614955
637,100664148,0,228,1447,1447,3142,1447,2035,762231
638,100664150,64,7382,1447,1447,1937,1447,2010,614955
639,100664153,0,222,1447,1447,3142,1447,2035,762231
640,100664155,0,156,1447,1447,3142,1447,2035,762231
641,100664157,64,24255,1447,1093,2143,1050,2022,500120
642,100664159,64,9458,1281,1093,1281,1050,2022,500120
643,100664160,64,18481,1447,1447,1815,1447,2019,638741
644,100664161,0,326,1447,1447,3142,1447,2035,762231
645,100664163,0,282,1447,1447,3142,1447,2035,762231
646,100664164,256,556544,1447,1447,1540,1447,2003,785573
647,100664166,25024,25573268,1447,1447,2525,1447,2069,1000000092
648,100664167,64,4107,1447,1447,1807,1447,2019,638741
649,100664169,0,673,1447,1447,1632,1447,2023,881083
650,100664170,0,50,1447,1447,3142,1447,2035,762231
651,100664172,64,5530,1447,1447,1937,1447,2010,614955
652,100664174,64,4584,1447,1447,1632,1447,2023,881083
653,100664176,0,2,1447,1447,3142,1447,2035,762231
654,100664178,64,9842,1447,1447,1632,1447,2023,881083
655,100664183,0,42,1447,1447,2322,1447,2392,831677
656,100664184,0,198,1447,1447,3142,1447,2035,762231
657,100664186,64,5806,1447,1447,1937,1447,2010,614955
658,100664188,0,59,1447,1447,2322,1447,2392,831677
659,100664189,0,2544,1447,1093,2143,1050,2022,500120
660,100664190,0,3166,1447,1447,3142,1447,2035,762231
661,100664192,64,109192,1447,1447,1540,1447,2003,785573
662,100664194,0,10,1447,1447,2322,1447,2392,831677
663,100664195,64,39210,1447,1093,2143,1050,2022,500120
664,100664196,0,1626,1447,1447,3142,1447,2035,762231
